Id,Prediction
1,30.880399999999995
2,23.354599999999994
3,28.6256
4,23.921800000000005
5,28.702799999999996
6,24.701800000000006
7,13.158199999999999
8,16.797000000000004
9,28.146599999999992
10,18.492200000000004
11,14.8526
12,20.471600000000002
13,28.407200000000007
14,19.71840000000001
15,30.92019999999999
16,39.436599999999984
17,25.756000000000004
18,23.298
19,23.3634
20,27.245
21,21.839800000000004
22,10.184599999999998
23,16.8996
24,28.5264
25,32.4812
26,35.69720000000001
27,21.905599999999996
28,34.8008
29,22.846
30,26.783999999999995
31,17.377
32,16.593600000000002
33,48.784000000000006
34,30.156800000000008
35,27.2044
36,15.944600000000001
37,23.738800000000005
38,21.647799999999997
39,25.607599999999994
40,23.663000000000007
41,22.940200000000004
42,17.969600000000003
43,13.508600000000001
44,25.4588
45,16.460599999999996
46,12.382200000000003
47,18.14
48,60.8696
49,30.507800000000003
50,23.569799999999997
51,21.087
52,11.231599999999998
53,15.810200000000002
54,14.594000000000001
55,19.614400000000003
56,28.682799999999997
57,23.0374
58,27.768999999999995
59,35.9972
60,13.780400000000004
61,23.464000000000006
62,15.129800000000005
63,19.8324
64,18.3688
65,31.083000000000006
66,23.705800000000004
67,56.266199999999984
68,17.548599999999997
69,16.112400000000004
70,21.526600000000002
71,28.693000000000005
72,16.572999999999997
73,19.4904
74,19.035400000000003
75,16.389600000000005
76,22.222399999999997
77,37.53799999999999
78,30.298000000000012
79,27.033600000000007
80,33.7294
81,21.803199999999997
82,9.073200000000003
83,33.4404
84,24.610600000000005
85,9.307399999999996
86,17.3602
87,28.109
88,23.664399999999997
89,24.7348
90,31.806399999999993
91,21.9696
92,27.02740000000001
93,28.6974
94,25.77220000000001
95,27.752200000000002
96,23.163799999999995
97,24.462999999999994
98,20.385800000000003
99,20.202399999999997
100,33.52620000000001
101,36.560200000000016
102,18.5496
103,5.997200000000001
104,12.6192
105,30.377399999999994
106,23.517
107,22.966199999999994
108,24.372199999999992
109,21.287000000000003
110,37.29960000000001
111,33.426199999999994
112,27.441000000000003
113,23.343199999999996
114,23.80439999999999
115,26.543999999999997
116,12.3126
117,22.200400000000005
118,18.541800000000002
119,23.114200000000004
120,8.562999999999997
121,11.789000000000001
122,29.927599999999998
123,7.647400000000002
124,16.789399999999997
125,36.15520000000001
126,31.1674
127,11.597399999999999
128,25.5726
129,21.974600000000006
130,15.156599999999996
131,27.979800000000004
132,16.897000000000002
133,24.2036
134,14.711000000000004
135,13.727
136,7.7718
137,43.32940000000001
138,20.586200000000005
139,19.060399999999998
140,15.3658
141,17.5462
142,36.246800000000015
143,21.3646
144,31.544199999999986
145,9.947199999999999
146,29.554600000000004
147,11.7016
148,17.201
149,22.54980000000001
150,23.471400000000006
151,14.880399999999995
152,23.4404
153,7.1912
154,16.677999999999997
155,28.06240000000001
156,27.766600000000007
157,16.0914
158,28.72
159,37.0052
160,30.790400000000005
161,18.676600000000008
162,29.131800000000002
163,16.1096
164,25.877
165,27.516599999999993
166,25.523800000000005
167,27.1244
168,22.933000000000003
169,31.190800000000003
170,16.594800000000003
171,18.6338
172,21.901200000000003
173,51.777799999999964
174,27.288799999999995
175,14.624199999999998
176,22.5308
177,24.754799999999996
178,16.63
179,29.884799999999995
180,29.93959999999999
181,28.55019999999999
182,23.166400000000003
183,25.898200000000003
184,28.37100000000001
185,32.409
186,28.388400000000015
187,22.042600000000004
188,27.674200000000006
189,25.292999999999992
190,19.2242
191,33.1454
192,56.001999999999995
193,16.8118
194,16.5148
195,30.478000000000012
196,6.759000000000002
197,25.8458
198,34.99539999999999
199,25.078000000000007
200,33.165
201,14.687199999999995
202,8.775
203,34.3318
204,34.358399999999996
