Id,Prediction
1,27.623999999999995
2,23.708400000000005
3,28.747999999999998
4,24.295400000000004
5,25.982999999999993
6,23.3068
7,12.2246
8,6.141199999999999
9,27.416000000000004
10,19.358600000000003
11,15.222999999999999
12,20.801199999999998
13,28.666000000000004
14,20.516599999999993
15,31.32
16,39.90459999999999
17,26.4298
18,22.598799999999997
19,23.017000000000003
20,27.4126
21,22.218600000000006
22,10.223000000000003
23,17.13060000000001
24,28.230999999999995
25,32.915200000000006
26,36.4688
27,20.993399999999998
28,33.9662
29,22.166
30,24.811400000000006
31,16.612000000000005
32,7.3126
33,59.911400000000015
34,30.166799999999995
35,24.853599999999997
36,16.045399999999994
37,23.75359999999999
38,20.994599999999995
39,23.056999999999995
40,23.809800000000006
41,22.76019999999999
42,17.552599999999998
43,13.5624
44,26.661000000000005
45,17.082999999999995
46,12.473400000000002
47,17.869200000000003
48,60.815200000000004
49,32.2136
50,22.87179999999999
51,21.685
52,12.038400000000001
53,15.739
54,13.595200000000002
55,21.1356
56,28.70880000000001
57,24.283199999999994
58,27.957400000000003
59,38.30000000000001
60,7.588000000000002
61,23.895599999999998
62,11.5736
63,19.038999999999994
64,18.7076
65,31.014800000000015
66,25.153400000000005
67,59.272200000000005
68,17.3426
69,17.296799999999998
70,20.962200000000003
71,29.97999999999999
72,17.241199999999996
73,19.007600000000004
74,18.581999999999997
75,16.234200000000005
76,22.508999999999997
77,31.6814
78,27.67059999999999
79,26.765000000000004
80,34.034200000000006
81,22.140400000000003
82,9.892800000000003
83,33.21039999999999
84,25.7496
85,10.191799999999999
86,17.285799999999995
87,30.1348
88,23.354400000000002
89,24.625
90,31.423799999999996
91,22.5486
92,26.020200000000013
93,23.8046
94,25.393000000000008
95,27.189799999999995
96,23.596599999999988
97,24.668400000000005
98,19.879000000000005
99,20.042399999999997
100,33.0424
101,35.69740000000001
102,19.575199999999995
103,6.1492
104,12.441400000000002
105,30.9734
106,23.658200000000008
107,23.072
108,24.7614
109,24.558199999999996
110,38.542600000000014
111,33.940999999999995
112,26.807199999999998
113,20.17099999999999
114,23.6682
115,20.036399999999997
116,12.569599999999998
117,21.021599999999992
118,18.7014
119,22.540399999999998
120,8.5302
121,12.947000000000001
122,29.451999999999998
123,7.111600000000001
124,17.787799999999994
125,37.5272
126,30.631600000000002
127,11.0208
128,25.750999999999994
129,21.151400000000002
130,16.91819999999999
131,28.299
132,22.260800000000003
133,22.802400000000006
134,14.607400000000002
135,14.664199999999996
136,7.4212
137,44.148999999999994
138,20.692800000000002
139,16.524000000000008
140,16.247799999999998
141,16.4162
142,60.949999999999974
143,21.637200000000004
144,31.256800000000002
145,9.875800000000002
146,29.588999999999995
147,11.376400000000004
148,17.625999999999994
149,22.709000000000007
150,23.2516
151,14.288199999999996
152,23.06840000000001
153,3.8249999999999993
154,7.963599999999998
155,29.166400000000003
156,28.531399999999998
157,15.987400000000001
158,28.334
159,35.3474
160,29.947000000000003
161,19.1136
162,28.955400000000004
163,16.352000000000004
164,25.066600000000005
165,27.5338
166,25.648799999999998
167,27.618600000000004
168,22.533999999999995
169,30.646999999999995
170,16.820000000000004
171,20.25080000000001
172,21.159800000000004
173,49.363600000000005
174,28.231000000000005
175,14.842400000000003
176,23.0372
177,24.965199999999996
178,16.930200000000003
179,29.522999999999993
180,28.70380000000002
181,26.898400000000002
182,24.3802
183,27.138600000000007
184,28.117600000000003
185,32.32840000000001
186,27.978400000000008
187,22.65640000000001
188,27.99880000000001
189,24.832199999999997
190,19.3146
191,34.3628
192,54.6508
193,17.033
194,13.9404
195,30.3706
196,3.8846
197,22.375799999999995
198,34.844199999999994
199,23.759
200,34.173399999999994
201,14.012599999999999
202,8.780600000000003
203,36.057
204,34.256800000000005
205,16.087199999999996
206,31.3928
207,17.652200000000008
208,9.637800000000004
209,41.22800000000001
210,12.189200000000005
211,30.17679999999999
212,8.200399999999995
213,13.184399999999997
214,15.981799999999998
215,16.346400000000003
216,15.4326
217,24.7824
218,4.5032
219,22.131599999999995
220,60.324000000000034
221,14.872400000000003
222,19.594199999999994
